Abilities,Against Bug,Against Dark,Against Dragon,Against Electric,Against Fairy,Against Fighting,Against Fire,Against Flying,Against Ghost,Against Grass,Against Ground,Against Ice,Against Normal,Against Poison,Against Psychic,Against Rock,Against Steel,Against Water,Alolan Form,Att,BMI,BST,Catch Rate,Def,Experience to level 100,Experience type,Final Evolution,Galarian Form,Generation,HP,Height,Legendary,Mean,Mega Evolution,Name,Number,Spa,Spd,Spe,Standard Deviation,Type 1,Type 2,Weight,_id
"['Cloud Nine', 'Oblivious', 'Own Tempo']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,85,48.4,515,30,95,1000000,Medium Fast,1.0,0.0,4.0,110,1.7,0.0,85.83333333333333,0.0,Lickilicky,463,80,95,50,18.577914008006623,Normal,,140.0,635f06c6d0384d8adc85d0da
"['Lightning Rod', 'Reckless', 'Solid Rock']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.0,140,49.1,535,30,130,1250000,Slow,1.0,0.0,4.0,115,2.4,0.0,89.16666666666667,0.0,Rhyperior,464,55,55,40,40.14729823481969,Ground,Rock,282.8,635f06c6d0384d8adc85d0db
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,100,32.2,535,30,125,1000000,Medium Fast,1.0,0.0,4.0,100,2.0,0.0,89.16666666666667,0.0,Tangrowth,465,110,50,50,28.92759159618297,Grass,,128.6,635f06c6d0384d8adc85d0dc
"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,123,42.8,540,30,67,1000000,Medium Fast,1.0,0.0,4.0,75,1.8,0.0,90.0,0.0,Electivire,466,95,85,95,17.879224442538515,Electric,,138.6,635f06c6d0384d8adc85d0dd
"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,95,26.6,540,30,67,1000000,Medium Fast,1.0,0.0,4.0,75,1.6,0.0,90.0,0.0,Magmortar,467,125,95,83,18.610033136277146,Fire,,68.0,635f06c6d0384d8adc85d0de
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,50,16.9,545,30,95,800000,Fast,1.0,0.0,4.0,85,1.5,0.0,90.83333333333331,0.0,Togekiss,468,120,115,80,23.348209543536505,Fairy,Flying,38.0,635f06c6d0384d8adc85d0df
"['Frisk', 'Speed Boost', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,76,14.3,515,30,86,1000000,Medium Fast,1.0,0.0,4.0,86,1.9,0.0,85.83333333333333,0.0,Yanmega,469,116,56,95,18.169724513291023,Bug,Flying,51.5,635f06c6d0384d8adc85d0e0
"['Chlorophyll', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,110,25.5,525,45,130,1000000,Medium Fast,1.0,0.0,4.0,65,1.0,0.0,87.5,0.0,Leafeon,470,60,65,95,26.25991876098121,Grass,,25.5,635f06c6d0384d8adc85d0e1
"['Ice Body', 'Snow Cloak']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,60,40.5,525,45,110,1000000,Medium Fast,1.0,0.0,4.0,65,0.8,0.0,87.5,0.0,Glaceon,471,130,95,65,26.25991876098121,Ice,,25.9,635f06c6d0384d8adc85d0e2
"['Hyper Cutter', 'Poison Heal', 'Sand Veil']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,0.0,95,10.6,510,30,125,1059860,Medium Slow,1.0,0.0,4.0,75,2.0,0.0,85.0,0.0,Gliscor,472,45,75,95,24.49489742783178,Ground,Flying,42.5,635f06c6d0384d8adc85d0e3
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0.0,130,46.6,530,50,80,1250000,Slow,1.0,0.0,4.0,110,2.5,0.0,88.33333333333333,0.0,Mamoswine,473,70,60,80,24.09472049133493,Ice,Ground,291.0,635f06c6d0384d8adc85d0e4
"['Adaptability', 'Analytic', 'Download']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,80,42.0,535,30,70,1000000,Medium Fast,1.0,0.0,4.0,85,0.9,0.0,89.16666666666667,0.0,Porygon-Z,474,135,75,90,21.489661597046045,Normal,,34.0,635f06c6d0384d8adc85d0e5
"['Justified', 'Steadfast']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,125,20.3,518,45,65,1250000,Slow,1.0,0.0,4.0,68,1.6,0.0,86.33333333333333,0.0,Gallade,475,65,115,80,24.506235034283737,Psychic,Fighting,52.0,635f06c6d0384d8adc85d0e6
"['Inner Focus']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,165,22.0,618,45,95,1250000,Slow,1.0,0.0,6.0,68,1.6,0.0,103.0,1.0,Mega Gallade,475,65,115,110,33.590673308722664,Psychic,Fighting,56.4,635f06c6d0384d8adc85d0e7
"['Magnet Pull', 'Sand Force', 'Sturdy']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0.0,55,173.5,525,60,145,1000000,Medium Fast,1.0,0.0,4.0,60,1.4,0.0,87.5,0.0,Probopass,476,75,150,40,43.66062299143245,Rock,Steel,340.0,635f06c6d0384d8adc85d0e8
"['Frisk', 'Pressure']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,100,22.0,525,45,135,800000,Fast,1.0,0.0,4.0,45,2.2,0.0,87.5,0.0,Dusknoir,477,65,135,45,38.26987501068344,Ghost,,106.6,635f06c6d0384d8adc85d0e9
"['Cursed Body', 'Snow Cloak']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,0.0,80,15.7,480,75,70,1000000,Medium Fast,1.0,0.0,4.0,70,1.3,0.0,80.0,0.0,Froslass,478,80,70,110,14.142135623730953,Ice,Ghost,26.6,635f06c6d0384d8adc85d0ea
"['Levitate']",0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,50,3.3,440,45,77,1000000,Medium Fast,1.0,0.0,4.0,50,0.3,0.0,73.33333333333333,0.0,Rotom,479,95,77,91,17.78263822446552,Electric,Ghost,0.3,635f06c6d0384d8adc85d0eb
"['Levitate']",1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,0.0,65,3.3,520,45,107,1000000,Medium Fast,1.0,0.0,4.0,50,0.3,0.0,86.66666666666667,0.0,Rotom-Wash,479,105,107,86,22.276045928804827,Electric,Water,0.3,635f06c6d0384d8adc85d0ec
"['Levitate']",0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,4.0,0.5,1.0,1.0,1.0,2.0,0.25,2.0,0.0,65,3.3,520,45,107,1000000,Medium Fast,1.0,0.0,4.0,50,0.3,0.0,86.66666666666667,0.0,Rotom-Heat,479,105,107,86,22.276045928804827,Electric,Fire,0.3,635f06c6d0384d8adc85d0ed
"['Levitate']",2.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,0.0,65,3.3,520,45,107,1000000,Medium Fast,1.0,0.0,4.0,50,0.3,0.0,86.66666666666667,0.0,Rotom-Mow,479,105,107,86,22.276045928804827,Electric,Grass,0.3,635f06c6d0384d8adc85d0ee
"['Levitate']",1.0,1.0,1.0,0.5,1.0,2.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.0,65,3.3,520,45,107,1000000,Medium Fast,1.0,0.0,4.0,50,0.3,0.0,86.66666666666667,0.0,Rotom-Frost,479,105,107,86,22.276045928804827,Electric,Ice,0.3,635f06c6d0384d8adc85d0ef
"['Levitate']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.0,65,3.3,520,45,107,1000000,Medium Fast,1.0,0.0,4.0,50,0.3,0.0,86.66666666666667,0.0,Rotom-Fan,479,105,107,86,22.276045928804827,Electric,Flying,0.3,635f06c6d0384d8adc85d0f0
"['Levitate']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,75,3.3,580,3,130,1250000,Slow,1.0,0.0,4.0,75,0.3,1.0,96.66666666666669,0.0,Uxie,480,75,130,95,24.60803843372233,Psychic,,0.3,635f06c6d0384d8adc85d0f1
"['Levitate']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,105,3.3,580,3,105,1250000,Slow,1.0,0.0,4.0,80,0.3,1.0,96.66666666666669,0.0,Mesprit,481,105,105,80,11.78511301977579,Psychic,,0.3,635f06c6d0384d8adc85d0f2
"['Levitate']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,125,3.3,580,3,70,1250000,Slow,1.0,0.0,4.0,75,0.3,1.0,96.66666666666669,0.0,Azelf,482,125,70,115,25.27625148017184,Psychic,,0.3,635f06c6d0384d8adc85d0f3
"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,120,23.4,680,3,120,1250000,Slow,1.0,0.0,4.0,100,5.4,1.0,113.33333333333331,0.0,Dialga,483,150,100,90,19.72026594366539,Steel,Dragon,683.0,635f06c6d0384d8adc85d0f4
"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0,120,19.0,680,3,100,1250000,Slow,1.0,0.0,4.0,90,4.2,1.0,113.33333333333331,0.0,Palkia,484,150,120,100,19.72026594366539,Water,Dragon,336.0,635f06c6d0384d8adc85d0f5
"['Flame Body', 'Flash Fire']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,0.0,90,148.8,600,3,106,1250000,Slow,1.0,0.0,4.0,91,1.7,1.0,100.0,0.0,Heatran,485,130,106,77,16.743157806499145,Fire,Steel,430.0,635f06c6d0384d8adc85d0f6
"['Slow Start']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,160,30.7,670,3,110,1250000,Slow,1.0,0.0,4.0,110,3.7,1.0,111.66666666666669,0.0,Regigigas,486,80,110,100,24.094720491334936,Normal,,420.0,635f06c6d0384d8adc85d0f7
"['Pressure', 'Telepathy']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,100,37.0,680,3,120,1250000,Slow,1.0,0.0,4.0,150,4.5,1.0,113.33333333333331,0.0,Giratina,487,100,120,90,19.72026594366539,Ghost,Dragon,750.0,635f06c6d0384d8adc85d0f8
"['Pressure']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,120,13.7,680,3,100,1250000,Slow,1.0,0.0,4.0,150,6.9,1.0,113.33333333333331,0.0,Giratina-Origin,487,120,100,90,19.72026594366539,Dragon,Ghost,650.0,635f06c6d0384d8adc85d0f9
"['Levitate']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,70,38.0,600,3,120,1250000,Slow,1.0,0.0,4.0,120,1.5,1.0,100.0,0.0,Cresselia,488,75,130,85,23.9791576165636,Psychic,,85.6,635f06c6d0384d8adc85d0fa
"['Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,80,19.4,480,30,80,1250000,Slow,1.0,0.0,4.0,80,0.4,1.0,80.0,0.0,Phione,489,80,80,80,0.0,Water,,3.1,635f06c6d0384d8adc85d0fb
"['Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,100,15.6,600,3,100,1250000,Slow,1.0,0.0,4.0,100,0.3,1.0,100.0,0.0,Manaphy,490,100,100,100,0.0,Water,,1.4,635f06c6d0384d8adc85d0fc
"['Bad Dreams']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,90,22.4,600,3,90,1250000,Slow,1.0,0.0,4.0,70,1.5,1.0,100.0,0.0,Darkrai,491,135,90,125,22.54624876411447,Dark,,50.5,635f06c6d0384d8adc85d0fd
"['Natural Cure']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,100,52.5,600,45,100,1059860,Medium Slow,1.0,0.0,4.0,100,0.2,1.0,100.0,0.0,Shaymin,492,100,100,100,0.0,Grass,,2.1,635f06c6d0384d8adc85d0fe
"['Serene Grace']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,0.0,103,32.5,600,45,75,1059860,Medium Slow,1.0,0.0,4.0,100,0.4,1.0,100.0,0.0,Shaymin-Sky,492,120,75,127,19.949937343260004,Grass,Flying,5.2,635f06c6d0384d8adc85d0ff
"['Multitype']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,120,31.3,720,3,120,1250000,Slow,1.0,0.0,4.0,120,3.2,1.0,120.0,0.0,Arceus,493,120,120,120,0.0,Normal,,320.0,635f06c6d0384d8adc85d100
"['Victory Star']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,0.0,100,25.0,600,3,100,1250000,Slow,1.0,0.0,5.0,100,0.4,1.0,100.0,0.0,Victini,494,100,100,100,0.0,Psychic,Fire,4.0,635f06c6d0384d8adc85d101
"['Contrary', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,45,22.5,308,45,55,1059860,Medium Slow,0.0,0.0,5.0,45,0.6,0.0,51.333333333333336,0.0,Snivy,495,45,55,63,6.871842709362768,Grass,,8.1,635f06c6d0384d8adc85d102
"['Contrary', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,60,25.0,413,45,75,1059860,Medium Slow,0.0,0.0,5.0,60,0.8,0.0,68.83333333333333,0.0,Servine,496,60,75,83,9.227073690444271,Grass,,16.0,635f06c6d0384d8adc85d103
"['Contrary', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,75,5.8,528,45,95,1059860,Medium Slow,1.0,0.0,5.0,75,3.3,0.0,88.0,0.0,Serperior,497,75,95,113,14.317821063276352,Grass,,63.0,635f06c6d0384d8adc85d104
"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,63,39.6,308,45,45,1059860,Medium Slow,0.0,0.0,5.0,65,0.5,0.0,51.333333333333336,0.0,Tepig,498,45,45,45,8.975274678557506,Fire,,9.9,635f06c6d0384d8adc85d105
"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0.0,93,55.5,418,45,55,1059860,Medium Slow,0.0,0.0,5.0,90,1.0,0.0,69.66666666666667,0.0,Pignite,499,70,55,55,16.346933113652305,Fire,Fighting,55.5,635f06c6d0384d8adc85d106
"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0.0,123,58.6,528,45,65,1059860,Medium Slow,1.0,0.0,5.0,110,1.6,0.0,88.0,0.0,Emboar,500,100,65,65,23.94437999475729,Fire,Fighting,150.0,635f06c6d0384d8adc85d107
"['Shell Armor', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,55,23.6,308,45,45,1059860,Medium Slow,0.0,0.0,5.0,55,0.5,0.0,51.333333333333336,0.0,Oshawott,501,63,45,45,6.871842709362767,Water,,5.9,635f06c6d0384d8adc85d108
"['Shell Armor', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,75,38.3,413,45,60,1059860,Medium Slow,0.0,0.0,5.0,75,0.8,0.0,68.83333333333333,0.0,Dewott,502,83,60,60,9.227073690444271,Water,,24.5,635f06c6d0384d8adc85d109
"['Shell Armor', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,100,42.0,528,45,85,1059860,Medium Slow,1.0,0.0,5.0,95,1.5,0.0,88.0,0.0,Samurott,503,108,70,70,14.433756729740644,Water,,94.6,635f06c6d0384d8adc85d10a
"['Analytic', 'Keen Eye', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,55,46.4,255,255,39,1000000,Medium Fast,0.0,0.0,5.0,45,0.5,0.0,42.5,0.0,Patrat,504,35,39,42,6.370504951205464,Normal,,11.6,635f06c6d0384d8adc85d10b
"['Analytic', 'Illuminate', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,85,22.3,420,255,69,1000000,Medium Fast,1.0,0.0,5.0,60,1.1,0.0,70.0,0.0,Watchog,505,60,69,77,8.906926143924924,Normal,,27.0,635f06c6d0384d8adc85d10c
"['Pickup', 'Run Away', 'Vital Spirit']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,60,25.6,275,255,45,1059860,Medium Slow,0.0,0.0,5.0,45,0.4,0.0,45.833333333333336,0.0,Lillipup,506,25,45,55,10.96078869830492,Normal,,4.1,635f06c6d0384d8adc85d10d
"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,80,18.1,370,120,65,1059860,Medium Slow,0.0,0.0,5.0,65,0.9,0.0,61.66666666666666,0.0,Herdier,507,35,65,60,13.437096247164249,Normal,,14.7,635f06c6d0384d8adc85d10e
"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,110,42.4,500,45,90,1059860,Medium Slow,1.0,0.0,5.0,85,1.2,0.0,83.33333333333333,0.0,Stoutland,508,45,90,80,19.507833184532707,Normal,,61.0,635f06c6d0384d8adc85d10f
"['Limber', 'Prankster', 'Unburden']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,50,63.1,281,255,37,1000000,Medium Fast,0.0,0.0,5.0,41,0.4,0.0,46.833333333333336,0.0,Purrloin,509,50,37,66,10.122856426040144,Dark,,10.1,635f06c6d0384d8adc85d110
"['Limber', 'Prankster', 'Unburden']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,88,31.0,446,90,50,1000000,Medium Fast,1.0,0.0,5.0,64,1.1,0.0,74.33333333333333,0.0,Liepard,510,88,50,106,21.08448613449129,Dark,,37.5,635f06c6d0384d8adc85d111
"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,53,29.2,316,190,48,1000000,Medium Fast,0.0,0.0,5.0,50,0.6,0.0,52.66666666666666,0.0,Pansage,511,53,48,64,5.467073155618908,Grass,,10.5,635f06c6d0384d8adc85d112
"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,98,25.2,498,75,63,1000000,Medium Fast,1.0,0.0,5.0,75,1.1,0.0,83.0,0.0,Simisage,512,98,63,101,16.522711641858304,Grass,,30.5,635f06c6d0384d8adc85d113
"['Blaze', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,53,30.6,316,190,48,1000000,Medium Fast,0.0,0.0,5.0,50,0.6,0.0,52.66666666666666,0.0,Pansear,513,53,48,64,5.467073155618908,Fire,,11.0,635f06c6d0384d8adc85d114
"['Blaze', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,98,28.0,498,75,63,1000000,Medium Fast,1.0,0.0,5.0,75,1.0,0.0,83.0,0.0,Simisear,514,98,63,101,16.522711641858304,Fire,,28.0,635f06c6d0384d8adc85d115
"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,53,37.5,316,190,48,1000000,Medium Fast,0.0,0.0,5.0,50,0.6,0.0,52.66666666666666,0.0,Panpour,515,53,48,64,5.467073155618908,Water,,13.5,635f06c6d0384d8adc85d116
"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,98,29.0,498,75,63,1000000,Medium Fast,1.0,0.0,5.0,75,1.0,0.0,83.0,0.0,Simipour,516,98,63,101,16.522711641858304,Water,,29.0,635f06c6d0384d8adc85d117
"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,25,64.7,292,190,45,800000,Fast,0.0,0.0,5.0,76,0.6,0.0,48.66666666666666,0.0,Munna,517,67,55,24,19.60158723731888,Psychic,,23.3,635f06c6d0384d8adc85d118
"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,55,50.0,487,75,85,800000,Fast,1.0,0.0,5.0,116,1.1,0.0,81.16666666666667,0.0,Musharna,518,107,95,29,30.25677151022928,Psychic,,60.5,635f06c6d0384d8adc85d119
"['Big Pecks', 'Rivalry', 'Super Luck']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,55,23.3,264,255,50,1059860,Medium Slow,0.0,0.0,5.0,50,0.3,0.0,44.0,0.0,Pidove,519,36,30,43,8.698658900466592,Normal,Flying,2.1,635f06c6d0384d8adc85d11a
"['Big Pecks', 'Rivalry', 'Super Luck']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,77,41.7,358,120,62,1059860,Medium Slow,0.0,0.0,5.0,62,0.6,0.0,59.66666666666666,0.0,Tranquill,520,50,42,65,11.14550233153366,Normal,Flying,15.0,635f06c6d0384d8adc85d11b
"['Big Pecks', 'Rivalry', 'Super Luck']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,115,20.1,488,45,80,1059860,Medium Slow,1.0,0.0,5.0,80,1.2,0.0,81.33333333333333,0.0,Unfezant,521,65,55,93,19.29306150465037,Normal,Flying,29.0,635f06c6d0384d8adc85d11c
"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,60,46.6,295,190,32,1000000,Medium Fast,0.0,0.0,5.0,45,0.8,0.0,49.16666666666666,0.0,Blitzle,522,50,32,76,15.517910798672467,Electric,,29.8,635f06c6d0384d8adc85d11d
"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,100,31.1,497,75,63,1000000,Medium Fast,1.0,0.0,5.0,75,1.6,0.0,82.83333333333333,0.0,Zebstrika,523,80,63,116,19.368502494743595,Electric,,79.5,635f06c6d0384d8adc85d11e
